tx_day,feature,psi
134,c14,0.008011711979763567
134,card2_freq,0.004431564170984131
134,card1,0.007977020824222865
134,card_cnt_hist,0.27613614653171664
134,p_emaildomain_freq,0.002798144121915471
134,d1,0.45202259077723006
134,amt_cents,0.0011595224535736952
134,c11,0.008697559950402192
134,d4,0.060046418869287396
134,addr1,0.004950773340247945
134,d15,0.07632453501554771
134,c2,0.017662416330936074
134,card2,0.007486859085805527
135,c13,0.020376511582476112
135,transactionamt,0.01905231929208352
135,uid_account_freq,0.6627421572485002
135,c1,0.016178821201834177
135,v70,0.08978009509191053
135,c5,0.0006176254441078719
135,card6,0.03450889624835575
135,c14,0.01538141721595927
135,card2_freq,0.014886723897715745
135,card1,0.0026088055628495153
135,card_cnt_hist,0.26483696180099014
135,p_emaildomain_freq,0.004482681502709826
135,d1,0.02530207451891465
135,amt_cents,0.0025948475666194783
135,c11,0.042123619987924146
135,d4,0.030555338975208804
135,addr1,0.0027841650551089668
135,d15,0.06010758096760786
135,c2,0.02183038666926534
135,card2,0.017367551698217132
136,c13,0.056622661529940874
136,transactionamt,0.024240396550501392
136,uid_account_freq,0.5838713120750388
136,c1,0.018474596807299598
136,v70,0.04753090528168561
136,c5,0.0162380184762552
136,card6,0.024109217012256733
136,c14,0.017256967305730196
136,card2_freq,0.019953580501476144
136,card1,0.007234040038088586
136,card_cnt_hist,0.34050862526160086
136,p_emaildomain_freq,0.0046255029575547075
136,d1,0.049841822825757
136,amt_cents,0.021190089041461652
136,c11,0.05820830151561383
136,d4,0.04987429088749736
136,addr1,0.010057204267735018
136,d15,0.1213136681506028
136,c2,0.04214152526766419
136,card2,0.029405680549382775
137,c13,0.07581479898782569
137,transactionamt,0.021284511429576217
137,uid_account_freq,0.5856524980982976
137,c1,0.02913227399280699
137,v70,0.13584589983970932
137,c5,0.08303976525678969
137,card6,0.027523904343807727
137,c14,0.038708403023074774
137,card2_freq,0.01476751739031352
137,card1,0.003030266895406199
137,card_cnt_hist,0.23696689604645382
137,p_emaildomain_freq,0.002155655601125121
137,d1,0.05074738205794089
137,amt_cents,0.09555886140970336
137,c11,0.059152034504364334
137,d4,0.05729579548016718
137,addr1,0.008354172382676897
137,d15,0.12637978264882627
137,c2,0.03935268890864644
137,card2,0.013371681395964955
138,c13,0.04113334556559621
138,transactionamt,0.01789737356796361
138,uid_account_freq,0.6880794365048339
138,c1,0.0163554834534565
138,v70,0.03695705752858352
138,c5,0.02787874499912508
138,card6,0.02699448850049982
138,c14,0.021297555760182607
138,card2_freq,0.010288691264621877
138,card1,0.006352341109794967
138,card_cnt_hist,0.23452304283138972
138,p_emaildomain_freq,0.006382249452973383
138,d1,0.09371545957561056
138,amt_cents,0.035898989849913694
138,c11,0.048190223931810744
138,d4,0.04042773423641191
138,addr1,0.0139104237935107
138,d15,0.05927808547406193
138,c2,0.018609049154285476
138,card2,0.01840839050119334
139,c13,0.03862635572224318
139,transactionamt,0.027239617053006728
139,uid_account_freq,0.667444651996563
139,c1,0.024068038270702946
139,v70,0.06639008459098035
139,c5,0.008153679345375147
139,card6,0.023892904510348145
139,c14,0.026408327897960444
139,card2_freq,0.01251208084202327
139,card1,0.004173696462876229
139,card_cnt_hist,0.26867809858151154
139,p_emaildomain_freq,0.005153433594662659
139,d1,0.0651846444635074
139,amt_cents,0.008018225660319709
139,c11,0.042014957451033064
139,d4,0.037186110380147214
139,addr1,0.008990277103712889
139,d15,0.08041877393655644
139,c2,0.02596464531316768
139,card2,0.01691843029143485
140,c13,0.020845192882384646
140,transactionamt,0.00777322348490113
140,uid_account_freq,0.7352608724558141
140,c1,0.013248627604702622
140,v70,0.04417626861477334
140,c5,0.004190209556495448
140,card6,0.02093962295108072
140,c14,0.006721850958177846
140,card2_freq,0.010094222830896449
140,card1,0.004508588253179626
140,card_cnt_hist,0.23758893467200018
140,p_emaildomain_freq,0.0029086199794846244
140,d1,0.028018533371328643
140,amt_cents,0.006039433280157627
140,c11,0.03920774867723015
140,d4,0.05042897148215233
140,addr1,0.003048804108411622
140,d15,0.08482870861166507
140,c2,0.01440847655008026
140,card2,0.009899941956250437
141,c13,0.017819819459724925
141,transactionamt,0.008315871472885034
141,uid_account_freq,0.7291032305127652
141,c1,0.006701428682176104
141,v70,0.057929741367776524
141,c5,0.0047471123327044425
141,card6,0.024831579496070826
141,c14,0.0067288833297299375
141,card2_freq,0.014474663586377303
141,card1,0.006880778044655044
141,card_cnt_hist,0.2632082874862564
141,p_emaildomain_freq,0.004832857399027573
141,d1,0.512383654953728
141,amt_cents,0.002723411211416759
141,c11,0.03852509016290831
141,d4,0.07093921755766536
141,addr1,0.005400715569870656
141,d15,0.10559528217531894
141,c2,0.01333712706100983
141,card2,0.017045999077287145
142,c13,0.02966177056736261
142,transactionamt,0.023617032347791493
142,uid_account_freq,0.7759349470925343
142,c1,0.0013505241720013345
142,v70,0.07039953574210378
142,c5,0.007748483020686087
142,card6,0.04073643040355525
142,c14,0.00607619272480893
142,card2_freq,0.012211699329132292
142,card1,0.012530779452867279
142,card_cnt_hist,0.27462079065775064
142,p_emaildomain_freq,0.010105986110260447
142,d1,0.027418031025558526
142,amt_cents,0.011957028601479418
142,c11,0.03801396538674637
142,d4,0.045360934062621885
142,addr1,0.013746278417216987
142,d15,0.14096767818351932
142,c2,0.01604123409478012
142,card2,0.022776496409316185
143,c13,0.036910699834485014
143,transactionamt,0.026014324812598806
143,uid_account_freq,0.6839627999338889
143,c1,0.007844237925116123
143,v70,0.05901605645876404
143,c5,0.008974124871976472
143,card6,0.029735942323408975
143,c14,0.011052880321324406
143,card2_freq,0.017159480737488582
143,card1,0.007098501710057891
143,card_cnt_hist,0.23177812486665333
143,p_emaildomain_freq,0.004784840483397168
143,d1,0.03308690803310749
143,amt_cents,0.025094745836104434
143,c11,0.04701608322206237
143,d4,0.07049276316282083
143,addr1,0.0025316539440031842
143,d15,0.11656441571165971
143,c2,0.0336905328902185
143,card2,0.014489056525012282
144,c13,0.06628434561483604
144,transactionamt,0.01859805078484151
144,uid_account_freq,0.6340556750019342
144,c1,0.019936658760102297
144,v70,0.10699366540107196
144,c5,0.06521159464982984
144,card6,0.021172696777497897
144,c14,0.02782836769867738
144,card2_freq,0.01679876290582171
144,card1,0.010449250297277694
144,card_cnt_hist,0.2235841372050547
144,p_emaildomain_freq,0.006921162596810443
144,d1,0.053159970185150396
144,amt_cents,0.0691510327177372
144,c11,0.049522490056842096
144,d4,0.06431050712186281
144,addr1,0.023659206334231308
144,d15,0.17556535574623083
144,c2,0.030519906595368525
144,card2,0.009881740956697905
145,c13,0.03979305947341696
145,transactionamt,0.007904638391550489
145,uid_account_freq,0.749687185846608
145,c1,0.013489830167840148
145,v70,0.07042707096447356
145,c5,0.03347570144212724
145,card6,0.01711061615720654
145,c14,0.026177795661320308
145,card2_freq,0.016384303990886837
145,card1,0.0048618197121867695
145,card_cnt_hist,0.23026756217970973
145,p_emaildomain_freq,0.006412912583009028
145,d1,0.031103614237647327
145,amt_cents,0.03354939933237882
145,c11,0.047679095339232674
145,d4,0.051867653981325874
145,addr1,0.027279484427962047
145,d15,0.13437258086280035
145,c2,0.019030455027285308
145,card2,0.016972408161671792
146,c13,0.03170298619066384
146,transactionamt,0.011710457527607075
146,uid_account_freq,0.753756708406476
146,c1,0.009377190454439526
146,v70,0.02862233835228983
146,c5,0.010808298526678584
146,card6,0.03007907504046369
146,c14,0.010813339574032996
146,card2_freq,0.014137252906581278
146,card1,0.004833687831400176
146,card_cnt_hist,0.19888871573665284
146,p_emaildomain_freq,0.010667529727362901
146,d1,0.034192583589589126
146,amt_cents,0.014569283438049146
146,c11,0.011808350714270634
146,d4,0.04461062368484437
146,addr1,0.024823832163078558
146,d15,0.10349335996061651
146,c2,0.018863473172353585
146,card2,0.007471374294806288
147,c13,0.013594135477274985
147,transactionamt,0.01011455211777072
147,uid_account_freq,0.9043170347635582
147,c1,0.0024871210748013363
147,v70,0.035921214223914026
147,c5,0.006184704618838915
147,card6,0.02171314160440766
147,c14,0.00231232269132214
147,card2_freq,0.019275216603167725
147,card1,0.015387105817692115
147,card_cnt_hist,0.2579943092129375
147,p_emaildomain_freq,0.0028161016771649497
147,d1,0.012827653819652294
147,amt_cents,0.004287206238658241
147,c11,0.039015000631200315
147,d4,0.05494850937366428
147,addr1,0.0066177676858469245
147,d15,0.08120706764604702
147,c2,0.011589803282926468
147,card2,0.01881214133032287
148,c13,0.01917023956646836
148,transactionamt,1.5485758872308244
148,uid_account_freq,0.9012757445381513
148,c1,0.0009739316493943417
148,v70,0.04003892373044016
148,c5,0.0005764856515741767
148,card6,0.026490369600886892
148,c14,0.0020833730305724733
148,card2_freq,0.016968549019764613
148,card1,0.004118883122054709
148,card_cnt_hist,0.2696044326117166
148,p_emaildomain_freq,0.0043456966116354745
148,d1,0.013272289803657866
148,amt_cents,2.2067301488291453
148,c11,0.038336755282067904
148,d4,0.05359509699091873
148,addr1,0.007811568927126552
148,d15,0.11397067821987919
148,c2,0.009914204489273812
148,card2,0.012512802765873462
149,c13,0.040693611731326636
149,transactionamt,1.899070506226297
149,uid_account_freq,0.7825844737901114
149,c1,0.012035829992743136
149,v70,0.050508862055302466
149,c5,0.001957594532910426
149,card6,0.034810782476919946
149,c14,0.016354191204313903
149,card2_freq,0.03887833135790569
149,card1,0.007488916282249857
149,card_cnt_hist,0.29380937281639863
149,p_emaildomain_freq,0.014521156773716333
149,d1,0.03551055001920876
149,amt_cents,1.4959198750698077
149,c11,0.012690724040578054
149,d4,0.05204318588479028
149,addr1,0.04628782468407063
149,d15,0.12210535634543102
149,c2,0.01062675193243442
149,card2,0.029670644690898446
